epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.6352763694970787,0.6304654925047946,0.47811344448401005,0.7677608777065666
1,0.377355525181407,0.8357437731457406,0.31974716028388667,0.8665918610533889
2,0.25667935214480575,0.8973008556430843,0.2994385732679951,0.8842293997200168
3,0.1931874974041569,0.9255815225393593,0.2995216624469173,0.8836909179784813
4,0.15539297043364875,0.9392966863249435,0.32076580640004604,0.8768019591059003
5,0.115908480521773,0.9571538291820864,0.3395788970650459,0.8770546548220576
6,0.09675831416127634,0.9642822851940077,0.34823690263592466,0.8815189405363433
7,0.07740828202289789,0.9708158463036933,0.6945536629277833,0.8654547321553133
8,0.07451799632918064,0.9730479891608361,0.4748329045821209,0.8790671934886854
9,0.059253639997724365,0.9792729591836735,0.4646980056957323,0.8747292550242677
