epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.5692987993460934,0.6776062237973116,0.43023085594177246,0.8269517713663529
1,0.3483687465896412,0.8519893844111436,0.3176320700012908,0.8694948505382148
2,0.26791979119080267,0.8912918997459671,0.32115948230636365,0.8727227327774982
3,0.20653196834788032,0.9219710060528347,0.30547306428150256,0.8740914999222269
4,0.16134737272347724,0.9397149986150314,0.305611039302787,0.8779781959494766
5,0.1437628424289275,0.9479029511107879,0.3382897875746902,0.8649643817726447
6,0.11712096063863664,0.9570972538318764,0.3944862935007835,0.8695279408474358
7,0.08950091660225472,0.9677899382552322,0.4022645481995174,0.8730686854343025
8,0.07926723181086333,0.9727685427179142,0.4297925842051603,0.8593238592147827
9,0.07668663624699423,0.9722576530612245,0.42170686259561657,0.8630240425771597
