epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.634207830137136,0.630326626252155,0.5117017730158202,0.7470669284158823
1,0.4031493964852119,0.8190661344398447,0.3227553726459036,0.8633038121826795
2,0.2642104241515503,0.893407463621931,0.2911377637361994,0.8797651140057311
3,0.193294159358456,0.9257769637367352,0.30241914215136545,0.879891461255599
4,0.15369042657873258,0.9426980468691611,0.30140705558718467,0.8821897871640264
5,0.11921372589002661,0.9572104041268226,0.3627567020606022,0.8823823162487575
6,0.09664810936720598,0.9649200402960485,0.4457389663676826,0.8774397142079412
7,0.08022395523936571,0.9692283163265306,0.37426217903896253,0.8731017769599447
8,0.06705510146206334,0.9764562074829932,0.4706806613474476,0.8774397142079412
9,0.05170994886469577,0.9812393707482994,0.5412260257467931,0.8774397142079412
