epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.841588962240284,0.5228837501435053,0.6533508775185566,0.6244404607889603
1,0.6923854103704699,0.6081440639333661,1.066870421779399,0.6521828077277358
2,0.7238359524279224,0.5475264702524457,0.6876719192582734,0.5259554294907317
3,0.6700237202806537,0.5979965572454491,0.607999895300184,0.6739055879262029
4,0.5505962947598931,0.7263447715311634,0.45824315170852503,0.804497979125198
5,0.5134754543807231,0.7668319340465831,0.5986189373901912,0.7084165629075498
6,0.4655541051812723,0.789821977112569,0.4475644145693098,0.8118050876928835
7,0.43457867620753593,0.8151230248464209,0.46279220313442,0.7947782302389339
8,0.39378152676180106,0.8319806752561711,0.6177295799158058,0.8353418610533889
9,0.40315738046655847,0.8181746488525754,0.5890864942755017,0.728671303817204
