epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.8204118325596764,0.5164667680149987,0.7115452131446527,0.6036472369213494
1,0.770573937163061,0.5533691295961134,0.6231222967712247,0.6613099246608968
2,0.6900315532068007,0.6207791583067706,0.8574434920233123,0.6556694021030348
3,0.6195307155044711,0.6859176126467127,0.7256793872434266,0.7238821241320396
4,0.5519827383310616,0.7393227450701655,0.9095956293904052,0.7247124083188116
5,0.49947031298462224,0.7769502960905736,0.9029472579761427,0.7447415286180924
6,0.462206857950509,0.7989425606468097,0.6244128729615893,0.7977082936131225
7,0.41101167285117973,0.8249190802476845,1.0382094164283908,0.7564076343361212
8,0.3955266836549149,0.8347339942341759,0.8442686102828201,0.7914570898425822
9,0.35647554746290455,0.8543981098804344,0.9025492181583327,0.7898957936131225
