epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.6913823428608122,0.5415878044504697,0.688904734290376,0.5683992346938775
1,0.6043749883466837,0.6700697415540008,0.443526596439128,0.7964658737182617
2,0.43146823154014796,0.8022650589748305,0.37422616019540905,0.836485006371323
3,0.3598731227067052,0.8440911644170074,0.3535183309292307,0.8567066569717563
4,0.3179421045747744,0.865565681944088,0.3234092508043562,0.8684449609445066
5,0.2836947349869475,0.8816689982706186,0.30576830311697356,0.8728761551331501
6,0.2596163777064304,0.8938429201541304,0.3074337773177089,0.8780112874751188
7,0.23749953741524496,0.9053327980495635,0.2951854859687844,0.882794450740425
8,0.21993339436800302,0.911232032743441,0.30085732681410654,0.8831133282914454
9,0.20369921538497315,0.9199943080240366,0.30194462622914997,0.8793198892048427
