epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.6872536199433463,0.5461686687404607,0.6785825527444178,0.593437138868838
1,0.625515739933974,0.6501827544095565,0.5301981501433314,0.7413602240231573
2,0.4622666912824929,0.7806071014631362,0.3850010305034871,0.8331037017763877
3,0.3823730590797606,0.831186910064853,0.34022570690330195,0.8567728388066195
4,0.3337270195792321,0.8583772214902502,0.3250219165062418,0.8633699940175427
5,0.2993462740564022,0.8761452160724977,0.3136196613919978,0.8665256792185257
6,0.2698469218753633,0.8898569507663753,0.3005161042116126,0.8752075713507983
7,0.25226825698703326,0.897014551422223,0.29409331904382124,0.8750150422660672
8,0.23217465044284352,0.9047447605197932,0.33471863063014284,0.8759385833934862
9,0.21029913278461312,0.9153705835342407,0.30000458079941417,0.8839105221689963
