epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.6596415436186758,0.5944048989386785,0.6254630636195747,0.6083311280425714
1,0.4558288112384121,0.7885996131669908,0.3393781644349195,0.8619079711485882
2,0.3354654253340092,0.8602544847799807,0.31611350391592297,0.8676477670669556
3,0.28317036606422086,0.8857612601753806,0.3133789161030127,0.8715675546198475
4,0.2626572650711553,0.8988455258259157,0.28636912302095063,0.886687163187533
5,0.20321175912205053,0.9220207232196315,0.3244886881842905,0.8791273589036903
6,0.18573326409674015,0.9291457509507939,0.3507275079586068,0.8908325713507983
7,0.16072282889465087,0.9399447278911565,0.3595290539824233,0.8903542550242677
8,0.14144157253357828,0.9475343563929707,0.3008433455715374,0.8805021424682773
9,0.12658788884679475,0.9534798795674123,0.3979378053728415,0.8873249182895738
