epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.7676527362291504,0.5509381172608356,0.6497572319848197,0.6131533980369568
1,0.624655830008643,0.6660374832802078,0.5882584914869192,0.7769090545420744
2,0.4919384569943357,0.7717111037701977,0.48626807757786344,0.7717468470943217
3,0.44436305193674,0.8066333386362815,0.737052816517499,0.7578155082099292
4,0.5420742188992144,0.729572978149466,0.6371395940683326,0.6200423569095378
5,0.5959827620155957,0.6854684413695822,0.5712816514530961,0.7326843470943217
6,0.47899701887247514,0.782261493254681,0.41947329713373765,0.8186609550398223
7,0.4679479674011672,0.7833672782190803,0.5464226652164849,0.7162230464876914
8,0.4142821973481146,0.8177803377715909,0.44068309482263057,0.8311302710552605
9,0.4053673150182581,0.8286753207647881,0.5090801417827606,0.7599483777065666
