epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.6009769186276157,0.658566148102689,0.4634474041510601,0.7999735267794862
1,0.40592771383369863,0.8198461840752842,0.33086542389830764,0.8612371245209052
2,0.25942003742164493,0.8925708386362815,0.2923742535771156,0.8811669714596807
3,0.20445451880393384,0.9209475119908651,0.2964838174532871,0.8730686854343025
4,0.16320858165925864,0.9390806721992233,0.31557696510334404,0.8803697775821296
5,0.123061985106898,0.9534970238095238,0.405500772960332,0.8611107772710372
6,0.10198619656366151,0.9631490699287986,0.4388636259400115,0.8790671934886854
7,0.09326307208207595,0.9666772959183674,0.35643313034456603,0.8724309303322617
8,0.07298727680732604,0.9730017006802721,0.4390224753593912,0.8720127794207359
9,0.058033794386401064,0.9793689652365081,0.47850195455307865,0.8725241872729087
