epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.6194255303363411,0.6437794874314549,0.4434777619887371,0.8062518056558103
1,0.4070938059261867,0.8161859500164889,0.33314990084998464,0.8632105552420324
2,0.254085272347846,0.8988386684534501,0.3026901337565208,0.8767688687966795
3,0.18429834177704896,0.9284617069627152,0.30864894542158866,0.8747292550242677
4,0.1427517138979062,0.9468468837186593,0.3211145814584226,0.882701193799778
5,0.10914325047613813,0.9595488395009723,0.36266402778576834,0.8784294383866447
6,0.07982152503389282,0.9706101190476191,0.4585936498277041,0.8714472225734166
7,0.061366903811034296,0.9785289115646258,0.45079826396338796,0.874954875634641
8,0.053537647258870454,0.9801661591140591,0.5021737585870587,0.8720187958405943
9,0.04472364100380516,0.9828234720392292,0.5051415556547593,0.8779180305344718
