epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.7900625406479349,0.5352291116098158,0.6984598064909175,0.6168144734538331
1,0.6290427032782107,0.6695777100770652,0.9151190774781364,0.6799642613955906
2,0.510063305395801,0.7566947142283121,0.49642836074439844,0.7937614321708679
3,0.5144334340176615,0.7618241853454486,0.6772308580729426,0.7533181321864225
4,0.44280418895539786,0.8052309629868488,0.560209367956434,0.7885210100485354
5,0.4466048441573876,0.7982619457504376,0.5339468170185478,0.7504151427015966
6,0.4639565843303187,0.7834975723506642,0.46158178181064374,0.808423781881527
7,0.4122408758215353,0.8212279867963727,0.6273797981593073,0.7573041015741776
8,0.3205729252627107,0.8709900289976678,0.4279361908533135,0.8451668997200168
9,0.3107850976339003,0.8689636133965992,0.6996788078424881,0.7409480895314898
