epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.6400364335296916,0.6231415952954974,0.4327487191375421,0.8030961204548271
1,0.42584474425332075,0.8096523889068032,0.33466084940092905,0.8660864708374958
2,0.26717989552183213,0.895118430358212,0.39574342327458517,0.8537705771777094
3,0.20843046244715346,0.9224458932876587,0.34833085536956787,0.8725572775821296
4,0.16909247119815982,0.9387617946482029,0.3383503683975765,0.8758453264528391
5,0.13396316807286268,0.9500185153922256,0.3334887635951139,0.8781436511448452
6,0.10695344496036874,0.9621495774814061,0.42462790742212414,0.8746690896092629
7,0.08585742180596809,0.9707095537866864,0.4637357635157449,0.8754993750124561
8,0.07382149354485022,0.9744332205681574,0.4355598852342489,0.8709689062468859
9,0.06322775723501331,0.9785289115646258,0.45548281438496646,0.8624855608356242
