epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.6332148377959793,0.6247786339875814,0.4271406269073486,0.805448112487793
1,0.39987874635168025,0.8187459127323048,0.3585887169837952,0.8561379718780517
2,0.2979588778437795,0.8780599526456885,0.3324739074707031,0.8627889156341553
3,0.25024247884347633,0.9028648097772856,0.3119609159231186,0.8719428062438965
4,0.1950616427772754,0.9235965424292797,0.29400442123413084,0.8760966992378235
5,0.1561410652624594,0.9428774786962045,0.306930416226387,0.8820990562438965
6,0.13608232180814486,0.9491591509935018,0.3190234088897705,0.8818779492378235
7,0.11508141911110363,0.9578162455880964,0.38048692464828493,0.8852889156341552
8,0.09630622845646497,0.9646257895070154,0.46527129530906675,0.8782576656341553
9,0.09918238642952733,0.9621839579698201,0.3862263613939285,0.8826591992378234
