epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.7888746930135263,0.5374465310895765,0.6129423427581787,0.6691362023353576
1,0.6168282507239161,0.6770975235346202,0.5713752782344819,0.7536527132987976
2,0.5143094892437393,0.7592207249757406,0.6116411542892456,0.7090831375122071
3,0.4354812857267019,0.8009975069277996,0.5923455607891083,0.8118012976646424
4,0.33454380748239726,0.8614915947656374,0.5162538671493531,0.8454864382743835
5,0.2781005934686274,0.8869077619668599,0.39839536547660825,0.8717482328414917
6,0.25190691921759295,0.9000262231440157,0.4887552857398987,0.8574646234512329
7,0.21817824556618123,0.9163783232907992,0.5609384834766388,0.8586232328414917
8,0.18074585144986977,0.9321020865762556,0.5966880047321319,0.8681544828414917
9,0.1538976746032367,0.9422627639126133,0.7901778435707092,0.8255512976646423
